title,compound,label
"How to read the roughly 2,000 pages of documents the Senate just released on Don Jr.'s Trump Tower meeting with a Russian lawyer",0.0,0
Trump draws rebuke for calling some immigrants 'animals' - Business Insider,0.0,0
AP Source: Trump lawyer met Russian oligarch at Trump Tower,0.0,0
AP: Trump Lawyer Met Russian Oligarch at Trump Tower,0.0,0
"Donald Trump Leaves for Camp David with Children Ivanka, Don Jr. and Tiffany",0.0,0
Trump Loyalist's Subpoena Is Momentous Turn - Bloomberg,0.0,0
Trump insists Trump Tower meeting 'totally legal',0.2006,1
Rashida Tlaib Poised to Become First Muslim Woman Elected to Congress,0.25,1
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Lynne Patton: Omarosa’s ‘Source’ Says He Never Had or Played Trump N-Word Tape for Her,-0.2584,-1
Trump Fires Warning Shot at Andrew Cuomo: Anybody Who Runs Against Me ‘Suffers’,-0.34,-1
"Jonah Goldberg: Trump a ‘Terrible Husband,’ Not a ‘Good Dad’",0.0,0
Trump says he expects to 'quickly' revoke security clearance for DOJ official whose wife worked for Trump dossier firm,0.34,1
Donald Trump Condemns Social Media Companies for Biased Censorship,-0.6597,-1
TRUMP HELL DAY,-0.6808,-1
title,compound,label
"McCain blasts Trump: 'There's nothing ""America First""' about believing Putin",0.0,0
James Comey tweets about 'truth' and 'lies' after Trump lashes out at him - Business Insider,0.0,0
Trump Visits the Philippines,0.0,0
Trump offers to mediate on South China Sea - Business Insider,0.0,0
"Trump weighs in on Republicans' tax bills, possibly throwing a monkey wrench into their plan",0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Donald Trump Jr. released his conversation with Wikileaks — but it might not prove his innocence,-0.4168,-1
Donald Trump Jr. released his conversation with WikiLeaks — but it might not prove his innocence,-0.4168,-1
TRUMP BACK TO SWAMP...,0.0,0
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
Donald Trump Asks If UCLA Basketball Players Will Thank Him,0.3612,1
TRUMP PEP TALK,0.0,0
Former Trump adviser claims he planted fake viral story about Chris Christie fetching McDonald's for Trump,-0.4767,-1
"Blue State Blues: After 300 Days, Trump Administration Finds a Rhythm",0.0,0
Special Report: Ivanka Trump and the fugitive from Panama - Business Insider,0.4019,1
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
Palestinians vow to suspend talks if the US closes their diplomatic office in Washington - Business Insider,-0.3182,-1
CNN Political Director: Trump Defended Moore Because He Doesn’t Want to Be Against ‘Bannon Wing’,0.0772,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
People are freaking out about a National Park selling Trump Wine -- but there's a perfectly reasonable explanation,0.7096,1
Trump Organization Being Bought Out of Trump SoHo Hotel Contract,0.0,0
A former world champion boxer once promoted by Donald Trump says he wished he punched him when he had the chance,0.8271,1
Trump-Russia investigation: Michael Flynn's lawyers 'split from Trump',0.0,0
TRUMP: I 'took a pass' at being named TIME magazine's Person of the Year,0.0,0
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
Trump was reportedly annoyed that Ivanka Trump criticised Roy Moore,-0.6597,-1
Trump was reportedly annoyed that Ivanka Trump criticized Roy Moore,-0.6249,-1
Archbishop of Canterbury: I 'really genuinely' don't understand how Christians can support Trump,0.4019,1
"The craziest moments in the sordid history of Trump SoHo, the five-star hotel and condo building that will lose the Trump name",-0.4404,-1
Trump reportedly ordered his helicopter to fly low so he could stay on the phone to yell at Paul Manafort,-0.2732,-1
"Report: Flynn Ready to Testify Against Trump, Testify Trump ‘Ordered Him’ to Contact Russians",0.3612,1
TRUMP GETS TAX WIN,0.5859,1
Emails show the man who set up the infamous Trump Tower meeting between the Trump campaign and a Russian lawyer reportedly kept in touch afterward,0.0,0
Report: Trump Jr. Tells House Investigators He Did Not Speak to Trump About Trump Tower Meeting,0.0,0
POLL: Majority of Trump voters would support him even if he colluded with Russia,0.4019,1
Goldman's Abby Cohen Says Trump Rally Isn't Actually About Trump,0.0,0
Trump to make sweeping national security speech explaining his vision of 'America First' - Business Insider,0.5267,1
"‘Never Trump’ Conservatives Soften to President Trump, Hail His Achievements",0.0772,0
WATCH: Anti-Trump Protester Disrupts Disney’s ‘Hall of Presidents’ Attraction,0.4588,1
Trump vs. the FBI,0.0,0
Trump delivered the slowest State of the Union on record — here's how he compares to past presidents - Business Insider,0.0,0
TRUMP: VINDICATED...,0.0,0
North Korea says Trump has a 'dirty body' and 'nasty smell' in childish defence of its horrific human rights record,-0.9136,-1
Trump launches into morning tweetstorm on Russia and White House domestic abuse controversy,-0.6369,-1
"Verified Twitter Liberals Mock, Celebrate Vanessa Trump’s Powdered Hate Mail Scare",-0.7184,-1
The Biggest Political Spender at Trump Properties is Trump,0.0,0
Africa's Trump impersonator,0.0,0
"Trump's personal lawyer admits he paid a former porn star $130,000, but says the money came out of his own pocket",0.1531,1
TRUMP ADDRESSES GRIEVING NATION...,-0.5106,-1
"Trump reportedly showed a Playboy Bunny Melania's separate bedroom in Trump Tower, explaining that she 'liked her space'",0.4215,1
‘No Collusion’ — Trump Declares Victory After Mueller Russia Indictments,0.0,0
Trump slams FBI over school shooting,0.0,0
Dem. Rep. Gallego: Trump ‘Such a Psychopath’ for Saying Russia-Obsessed FBI Failed to Prevent FL Shooting,-0.4939,-1
Trump fumes over Washington Post story about a woman running for office who says he forcibly kissed her in Trump Tower,0.3612,1
Trump privately talks up new age limit on guns - Axios,0.0,0
Trump Jr. Might Be Too Much Even for India - Bloomberg,0.0,0
‘WITCH HUNT!’ Donald Trump Back to Blasting the Russia Investigation,0.0,0
Watch the priceless reactions from Democrats during Trump's gun-control meeting,0.0,0
PHOTOS: President Trump and First Lady Melania Pay Respects to Evangelical Icon Billy Graham,0.2263,1
Watch a fight break out between Trump Organisation security and employees at a Trump hotel that's locked in a massive legal dispute,-0.34,-1
"Trump steel tariffs: Trade wars are good, says Trump",-0.1779,-1
Donald Trump Jr's controversial Twitter use reportedly played a role in his wife filing for divorce,0.1531,1
The 10 most important things in the world right now,0.2716,1
Vanessa Trump files for divorce from Donald Trump Jr - US media,0.0,0
Trump is reportedly 'obsessed' with taking down Amazon -- here's his history with his least favourite company in America,0.1779,1
Donald and Melania Trump Go to Church for Easter,0.0,0
Report: Robert Mueller Tells Trump Lawyers Trump Not ‘Criminal Target’,0.0,0
Trump is really excited about new Yankees star Giancarlo Stanton,0.4005,1
"Fashion Notes: Amid Kimmel Drama, Melania Trump Rocks Gold Embroidered Pumps for Date Night",0.0,0
James Comey compared Trump to a 'mob boss' in his first major interview on the Russia probe,0.0,0
An impromptu meeting between Comey and Trump reportedly left Trump irritated,-0.4588,-1
Body language expert: Macron and Trump vs Merkel and Trump,0.0,0
Ex-Trump doctor says Trump dictated letter praising health,0.5423,1
Trump lawyer: Trump paid former porn star Stormy Daniels,0.0,0
Trump nuclear deal: Fury abroad as Trump scraps pact,-0.5719,-1
Trump says Secretary of State Mike Pompeo en route to North Korea ahead of Trump-Kim summit,0.0,0
"Pro-Trump Signs in Jerusalem: ‘Trump, Make Israel Great’",0.0,0
Trump,0.0,0
Trump tweets he's heading to visit first lady Melania Trump at Washington-area hospital after 'successful procedure',0.5859,1
"How to read the roughly 2,000 pages of documents the Senate just released on Don Jr.'s Trump Tower meeting with a Russian lawyer",0.0,0
Trump draws rebuke for calling some immigrants 'animals' - Business Insider,0.0,0
AP Source: Trump lawyer met Russian oligarch at Trump Tower,0.0,0
AP: Trump Lawyer Met Russian Oligarch at Trump Tower,0.0,0
"Donald Trump Leaves for Camp David with Children Ivanka, Don Jr. and Tiffany",0.0,0
Trump Loyalist's Subpoena Is Momentous Turn - Bloomberg,0.0,0
Trump insists Trump Tower meeting 'totally legal',0.2006,1
Rashida Tlaib Poised to Become First Muslim Woman Elected to Congress,0.25,1
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Lynne Patton: Omarosa’s ‘Source’ Says He Never Had or Played Trump N-Word Tape for Her,-0.2584,-1
Trump Fires Warning Shot at Andrew Cuomo: Anybody Who Runs Against Me ‘Suffers’,-0.34,-1
"Jonah Goldberg: Trump a ‘Terrible Husband,’ Not a ‘Good Dad’",0.0,0
Trump says he expects to 'quickly' revoke security clearance for DOJ official whose wife worked for Trump dossier firm,0.34,1
Donald Trump Condemns Social Media Companies for Biased Censorship,-0.6597,-1
TRUMP HELL DAY,-0.6808,-1
title,compound,label
"McCain blasts Trump: 'There's nothing ""America First""' about believing Putin",0.0,0
James Comey tweets about 'truth' and 'lies' after Trump lashes out at him - Business Insider,0.0,0
Trump Visits the Philippines,0.0,0
Trump offers to mediate on South China Sea - Business Insider,0.0,0
"Trump weighs in on Republicans' tax bills, possibly throwing a monkey wrench into their plan",0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Donald Trump Jr. released his conversation with Wikileaks — but it might not prove his innocence,-0.4168,-1
Donald Trump Jr. released his conversation with WikiLeaks — but it might not prove his innocence,-0.4168,-1
TRUMP BACK TO SWAMP...,0.0,0
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
Donald Trump Asks If UCLA Basketball Players Will Thank Him,0.3612,1
TRUMP PEP TALK,0.0,0
Former Trump adviser claims he planted fake viral story about Chris Christie fetching McDonald's for Trump,-0.4767,-1
"Blue State Blues: After 300 Days, Trump Administration Finds a Rhythm",0.0,0
Special Report: Ivanka Trump and the fugitive from Panama - Business Insider,0.4019,1
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
Palestinians vow to suspend talks if the US closes their diplomatic office in Washington - Business Insider,-0.3182,-1
CNN Political Director: Trump Defended Moore Because He Doesn’t Want to Be Against ‘Bannon Wing’,0.0772,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
People are freaking out about a National Park selling Trump Wine -- but there's a perfectly reasonable explanation,0.7096,1
Trump Organization Being Bought Out of Trump SoHo Hotel Contract,0.0,0
A former world champion boxer once promoted by Donald Trump says he wished he punched him when he had the chance,0.8271,1
Trump-Russia investigation: Michael Flynn's lawyers 'split from Trump',0.0,0
TRUMP: I 'took a pass' at being named TIME magazine's Person of the Year,0.0,0
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
Trump was reportedly annoyed that Ivanka Trump criticised Roy Moore,-0.6597,-1
Trump was reportedly annoyed that Ivanka Trump criticized Roy Moore,-0.6249,-1
Archbishop of Canterbury: I 'really genuinely' don't understand how Christians can support Trump,0.4019,1
"The craziest moments in the sordid history of Trump SoHo, the five-star hotel and condo building that will lose the Trump name",-0.4404,-1
Trump reportedly ordered his helicopter to fly low so he could stay on the phone to yell at Paul Manafort,-0.2732,-1
"Report: Flynn Ready to Testify Against Trump, Testify Trump ‘Ordered Him’ to Contact Russians",0.3612,1
TRUMP GETS TAX WIN,0.5859,1
Emails show the man who set up the infamous Trump Tower meeting between the Trump campaign and a Russian lawyer reportedly kept in touch afterward,0.0,0
Report: Trump Jr. Tells House Investigators He Did Not Speak to Trump About Trump Tower Meeting,0.0,0
POLL: Majority of Trump voters would support him even if he colluded with Russia,0.4019,1
Goldman's Abby Cohen Says Trump Rally Isn't Actually About Trump,0.0,0
Trump to make sweeping national security speech explaining his vision of 'America First' - Business Insider,0.5267,1
"‘Never Trump’ Conservatives Soften to President Trump, Hail His Achievements",0.0772,0
WATCH: Anti-Trump Protester Disrupts Disney’s ‘Hall of Presidents’ Attraction,0.4588,1
Trump vs. the FBI,0.0,0
Trump delivered the slowest State of the Union on record — here's how he compares to past presidents - Business Insider,0.0,0
TRUMP: VINDICATED...,0.0,0
North Korea says Trump has a 'dirty body' and 'nasty smell' in childish defence of its horrific human rights record,-0.9136,-1
Trump launches into morning tweetstorm on Russia and White House domestic abuse controversy,-0.6369,-1
"Verified Twitter Liberals Mock, Celebrate Vanessa Trump’s Powdered Hate Mail Scare",-0.7184,-1
The Biggest Political Spender at Trump Properties is Trump,0.0,0
Africa's Trump impersonator,0.0,0
"Trump's personal lawyer admits he paid a former porn star $130,000, but says the money came out of his own pocket",0.1531,1
TRUMP ADDRESSES GRIEVING NATION...,-0.5106,-1
"Trump reportedly showed a Playboy Bunny Melania's separate bedroom in Trump Tower, explaining that she 'liked her space'",0.4215,1
‘No Collusion’ — Trump Declares Victory After Mueller Russia Indictments,0.0,0
Trump slams FBI over school shooting,0.0,0
Dem. Rep. Gallego: Trump ‘Such a Psychopath’ for Saying Russia-Obsessed FBI Failed to Prevent FL Shooting,-0.4939,-1
Trump fumes over Washington Post story about a woman running for office who says he forcibly kissed her in Trump Tower,0.3612,1
Trump privately talks up new age limit on guns - Axios,0.0,0
Trump Jr. Might Be Too Much Even for India - Bloomberg,0.0,0
‘WITCH HUNT!’ Donald Trump Back to Blasting the Russia Investigation,0.0,0
Watch the priceless reactions from Democrats during Trump's gun-control meeting,0.0,0
PHOTOS: President Trump and First Lady Melania Pay Respects to Evangelical Icon Billy Graham,0.2263,1
Watch a fight break out between Trump Organisation security and employees at a Trump hotel that's locked in a massive legal dispute,-0.34,-1
"Trump steel tariffs: Trade wars are good, says Trump",-0.1779,-1
Donald Trump Jr's controversial Twitter use reportedly played a role in his wife filing for divorce,0.1531,1
The 10 most important things in the world right now,0.2716,1
Vanessa Trump files for divorce from Donald Trump Jr - US media,0.0,0
Trump is reportedly 'obsessed' with taking down Amazon -- here's his history with his least favourite company in America,0.1779,1
Donald and Melania Trump Go to Church for Easter,0.0,0
Report: Robert Mueller Tells Trump Lawyers Trump Not ‘Criminal Target’,0.0,0
Trump is really excited about new Yankees star Giancarlo Stanton,0.4005,1
"Fashion Notes: Amid Kimmel Drama, Melania Trump Rocks Gold Embroidered Pumps for Date Night",0.0,0
James Comey compared Trump to a 'mob boss' in his first major interview on the Russia probe,0.0,0
An impromptu meeting between Comey and Trump reportedly left Trump irritated,-0.4588,-1
Body language expert: Macron and Trump vs Merkel and Trump,0.0,0
Ex-Trump doctor says Trump dictated letter praising health,0.5423,1
Trump lawyer: Trump paid former porn star Stormy Daniels,0.0,0
Trump nuclear deal: Fury abroad as Trump scraps pact,-0.5719,-1
Trump says Secretary of State Mike Pompeo en route to North Korea ahead of Trump-Kim summit,0.0,0
"Pro-Trump Signs in Jerusalem: ‘Trump, Make Israel Great’",0.0,0
Trump,0.0,0
Trump tweets he's heading to visit first lady Melania Trump at Washington-area hospital after 'successful procedure',0.5859,1
"How to read the roughly 2,000 pages of documents the Senate just released on Don Jr.'s Trump Tower meeting with a Russian lawyer",0.0,0
Trump draws rebuke for calling some immigrants 'animals' - Business Insider,0.0,0
AP Source: Trump lawyer met Russian oligarch at Trump Tower,0.0,0
AP: Trump Lawyer Met Russian Oligarch at Trump Tower,0.0,0
"Donald Trump Leaves for Camp David with Children Ivanka, Don Jr. and Tiffany",0.0,0
Trump Loyalist's Subpoena Is Momentous Turn - Bloomberg,0.0,0
Trump insists Trump Tower meeting 'totally legal',0.2006,1
Rashida Tlaib Poised to Become First Muslim Woman Elected to Congress,0.25,1
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Lynne Patton: Omarosa’s ‘Source’ Says He Never Had or Played Trump N-Word Tape for Her,-0.2584,-1
Trump Fires Warning Shot at Andrew Cuomo: Anybody Who Runs Against Me ‘Suffers’,-0.34,-1
"Jonah Goldberg: Trump a ‘Terrible Husband,’ Not a ‘Good Dad’",0.0,0
Trump says he expects to 'quickly' revoke security clearance for DOJ official whose wife worked for Trump dossier firm,0.34,1
Donald Trump Condemns Social Media Companies for Biased Censorship,-0.6597,-1
TRUMP HELL DAY,-0.6808,-1
title,compound,label
"McCain blasts Trump: 'There's nothing ""America First""' about believing Putin",0.0,0
James Comey tweets about 'truth' and 'lies' after Trump lashes out at him - Business Insider,0.0,0
Trump Visits the Philippines,0.0,0
Trump offers to mediate on South China Sea - Business Insider,0.0,0
"Trump weighs in on Republicans' tax bills, possibly throwing a monkey wrench into their plan",0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump Jr. was in contact with WikiLeaks during the 2016 election — here's how it all went down,0.0,0
Donald Trump Jr. released his conversation with Wikileaks — but it might not prove his innocence,-0.4168,-1
Donald Trump Jr. released his conversation with WikiLeaks — but it might not prove his innocence,-0.4168,-1
TRUMP BACK TO SWAMP...,0.0,0
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
Donald Trump Asks If UCLA Basketball Players Will Thank Him,0.3612,1
TRUMP PEP TALK,0.0,0
Former Trump adviser claims he planted fake viral story about Chris Christie fetching McDonald's for Trump,-0.4767,-1
"Blue State Blues: After 300 Days, Trump Administration Finds a Rhythm",0.0,0
Special Report: Ivanka Trump and the fugitive from Panama - Business Insider,0.4019,1
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
Palestinians vow to suspend talks if the US closes their diplomatic office in Washington - Business Insider,-0.3182,-1
CNN Political Director: Trump Defended Moore Because He Doesn’t Want to Be Against ‘Bannon Wing’,0.0772,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
People are freaking out about a National Park selling Trump Wine -- but there's a perfectly reasonable explanation,0.7096,1
Trump Organization Being Bought Out of Trump SoHo Hotel Contract,0.0,0
A former world champion boxer once promoted by Donald Trump says he wished he punched him when he had the chance,0.8271,1
Trump-Russia investigation: Michael Flynn's lawyers 'split from Trump',0.0,0
TRUMP: I 'took a pass' at being named TIME magazine's Person of the Year,0.0,0
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
Trump was reportedly annoyed that Ivanka Trump criticised Roy Moore,-0.6597,-1
Trump was reportedly annoyed that Ivanka Trump criticized Roy Moore,-0.6249,-1
Archbishop of Canterbury: I 'really genuinely' don't understand how Christians can support Trump,0.4019,1
"The craziest moments in the sordid history of Trump SoHo, the five-star hotel and condo building that will lose the Trump name",-0.4404,-1
Trump reportedly ordered his helicopter to fly low so he could stay on the phone to yell at Paul Manafort,-0.2732,-1
"Report: Flynn Ready to Testify Against Trump, Testify Trump ‘Ordered Him’ to Contact Russians",0.3612,1
TRUMP GETS TAX WIN,0.5859,1
Emails show the man who set up the infamous Trump Tower meeting between the Trump campaign and a Russian lawyer reportedly kept in touch afterward,0.0,0
Report: Trump Jr. Tells House Investigators He Did Not Speak to Trump About Trump Tower Meeting,0.0,0
POLL: Majority of Trump voters would support him even if he colluded with Russia,0.4019,1
Goldman's Abby Cohen Says Trump Rally Isn't Actually About Trump,0.0,0
Trump to make sweeping national security speech explaining his vision of 'America First' - Business Insider,0.5267,1
"‘Never Trump’ Conservatives Soften to President Trump, Hail His Achievements",0.0772,0
WATCH: Anti-Trump Protester Disrupts Disney’s ‘Hall of Presidents’ Attraction,0.4588,1
Trump vs. the FBI,0.0,0
Trump delivered the slowest State of the Union on record — here's how he compares to past presidents - Business Insider,0.0,0
TRUMP: VINDICATED...,0.0,0
North Korea says Trump has a 'dirty body' and 'nasty smell' in childish defence of its horrific human rights record,-0.9136,-1
Trump launches into morning tweetstorm on Russia and White House domestic abuse controversy,-0.6369,-1
"Verified Twitter Liberals Mock, Celebrate Vanessa Trump’s Powdered Hate Mail Scare",-0.7184,-1
The Biggest Political Spender at Trump Properties is Trump,0.0,0
Africa's Trump impersonator,0.0,0
"Trump's personal lawyer admits he paid a former porn star $130,000, but says the money came out of his own pocket",0.1531,1
TRUMP ADDRESSES GRIEVING NATION...,-0.5106,-1
"Trump reportedly showed a Playboy Bunny Melania's separate bedroom in Trump Tower, explaining that she 'liked her space'",0.4215,1
‘No Collusion’ — Trump Declares Victory After Mueller Russia Indictments,0.0,0
Trump slams FBI over school shooting,0.0,0
Dem. Rep. Gallego: Trump ‘Such a Psychopath’ for Saying Russia-Obsessed FBI Failed to Prevent FL Shooting,-0.4939,-1
Trump fumes over Washington Post story about a woman running for office who says he forcibly kissed her in Trump Tower,0.3612,1
Trump privately talks up new age limit on guns - Axios,0.0,0
Trump Jr. Might Be Too Much Even for India - Bloomberg,0.0,0
‘WITCH HUNT!’ Donald Trump Back to Blasting the Russia Investigation,0.0,0
Watch the priceless reactions from Democrats during Trump's gun-control meeting,0.0,0
PHOTOS: President Trump and First Lady Melania Pay Respects to Evangelical Icon Billy Graham,0.2263,1
Watch a fight break out between Trump Organisation security and employees at a Trump hotel that's locked in a massive legal dispute,-0.34,-1
"Trump steel tariffs: Trade wars are good, says Trump",-0.1779,-1
Donald Trump Jr's controversial Twitter use reportedly played a role in his wife filing for divorce,0.1531,1
The 10 most important things in the world right now,0.2716,1
Vanessa Trump files for divorce from Donald Trump Jr - US media,0.0,0
Trump is reportedly 'obsessed' with taking down Amazon -- here's his history with his least favourite company in America,0.1779,1
Donald and Melania Trump Go to Church for Easter,0.0,0
Report: Robert Mueller Tells Trump Lawyers Trump Not ‘Criminal Target’,0.0,0
Trump is really excited about new Yankees star Giancarlo Stanton,0.4005,1
"Fashion Notes: Amid Kimmel Drama, Melania Trump Rocks Gold Embroidered Pumps for Date Night",0.0,0
James Comey compared Trump to a 'mob boss' in his first major interview on the Russia probe,0.0,0
An impromptu meeting between Comey and Trump reportedly left Trump irritated,-0.4588,-1
Body language expert: Macron and Trump vs Merkel and Trump,0.0,0
Ex-Trump doctor says Trump dictated letter praising health,0.5423,1
Trump lawyer: Trump paid former porn star Stormy Daniels,0.0,0
Trump nuclear deal: Fury abroad as Trump scraps pact,-0.5719,-1
Trump says Secretary of State Mike Pompeo en route to North Korea ahead of Trump-Kim summit,0.0,0
"Pro-Trump Signs in Jerusalem: ‘Trump, Make Israel Great’",0.0,0
Trump,0.0,0
Trump tweets he's heading to visit first lady Melania Trump at Washington-area hospital after 'successful procedure',0.5859,1
"How to read the roughly 2,000 pages of documents the Senate just released on Don Jr.'s Trump Tower meeting with a Russian lawyer",0.0,0
Trump draws rebuke for calling some immigrants 'animals' - Business Insider,0.0,0
AP Source: Trump lawyer met Russian oligarch at Trump Tower,0.0,0
AP: Trump Lawyer Met Russian Oligarch at Trump Tower,0.0,0
"Donald Trump Leaves for Camp David with Children Ivanka, Don Jr. and Tiffany",0.0,0
Trump Loyalist's Subpoena Is Momentous Turn - Bloomberg,0.0,0
Trump insists Trump Tower meeting 'totally legal',0.2006,1
Rashida Tlaib Poised to Become First Muslim Woman Elected to Congress,0.25,1
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Trump warns Cuomo: Anybody who runs against me 'suffers',-0.1027,-1
Lynne Patton: Omarosa’s ‘Source’ Says He Never Had or Played Trump N-Word Tape for Her,-0.2584,-1
Trump Fires Warning Shot at Andrew Cuomo: Anybody Who Runs Against Me ‘Suffers’,-0.34,-1
"Jonah Goldberg: Trump a ‘Terrible Husband,’ Not a ‘Good Dad’",0.0,0
Trump says he expects to 'quickly' revoke security clearance for DOJ official whose wife worked for Trump dossier firm,0.34,1
Donald Trump Condemns Social Media Companies for Biased Censorship,-0.6597,-1
TRUMP HELL DAY,-0.6808,-1
title,compound,label
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
TRUMP: VINDICATED...,0.0,0
Trump,0.0,0
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
title,compound,label
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
TRUMP: VINDICATED...,0.0,0
Trump,0.0,0
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
title,compound,label
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
TRUMP: VINDICATED...,0.0,0
Trump,0.0,0
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
title,compound,label
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Donald Trump Jr.'s 'entire chain of messages' with WikiLeaks,0.0,0
Marco Rubio informs Trump of the proper form for pausing a speech to take a sip of water,0.0,0
World Net Daily Launches ‘Thank Trump Card Campaign’,0.0,0
"Fashion Notes: Melania Trump Rocks Stella McCartney, Hervé Pierre to Pardon Thanksgiving Turkey",0.3182,1
Trump SoHo to lose Trump name amid reports of troubles - Business Insider,-0.6908,-1
TRUMP: VINDICATED...,0.0,0
Trump,0.0,0
World View: Turkey’s Lira Currency Crumbles as Trump Turns the Screws After Erdogan Double-Cross,-0.25,-1
title,compound,label
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
Trump previously praised WikiLeaks after the group reportedly sent a private message to Trump Jr.,0.4939,1
